number,name,position,height,weight,date_of_birth,team
74,"Johnson, Charlie",G,76,305,5/2/84,MIN
75,"Kalil, Matt",T,79,308,7/6/89,MIN
48,"Line, Zach",FB,73,233,4/26/90,MIN
71,"Loadholt, Phil",T,80,343,1/21/86,MIN
12,"Locke, Jeff",P,72,203,9/27/89,MIN
46,"Loeffler, Cullen",LS,77,241,1/27/81,MIN
56,"Mauti, Michael",ILB,74,243,1/19/90,MIN
55,"Mitchell, Marvin",OLB,75,249,10/21/84,MIN
84,"Patterson, Cordarrelle",WR,74,220,3/17/91,MIN
28,"Peterson, Adrian",RB,73,217,3/21/85,MIN
7,"Ponder, Christian",QB,74,229,2/25/88,MIN
41,"Raymond, Mistral",SS,73,202,9/7/87,MIN
29,"Rhodes, Xavier",CB,73,210,6/19/90,MIN
21,"Robinson, Josh",CB,70,199,1/8/91,MIN
96,"Robison, Brian",DE,75,259,4/27/83,MIN
82,"Rudolph, Kyle",TE,78,258,11/9/89,MIN
33,"Sanford, Jamarca",SS,70,200,8/27/85,MIN
34,"Sendejo, Andrew",SS,73,200,9/9/87,MIN
35,"Sherels, Marcus",CB,70,175,9/30/87,MIN
81,"Simpson, Jerome",WR,74,190,2/4/86,MIN
22,"Smith, Harrison",FS,74,214,2/2/89,MIN
65,"Sullivan, John",C,76,301,8/8/85,MIN
3,"Walsh, Blair",K,70,192,1/8/90,MIN
73,"Webb, J'Marcus",OT,79,333,8/8/88,MIN
14,"Webb, Joe",WR,76,220,11/14/86,MIN
93,"Williams, Kevin",DT,77,311,8/16/80,MIN
17,"Wright, Jarius",WR,70,180,11/25/89,MIN
48,"Aiken, Danny",LS,76,255,8/28/88,NE
6,"Allen, Ryan",P,74,215,2/28/90,NE
80,"Amendola, Danny",WR,71,195,11/2/85,NE
25,"Arrington, Kyle",CB,70,190,8/12/86,NE
64,"Barker, Chris",G,74,310,8/3/90,NE
58,"Beauharnais, Steve",ILB,74,230,5/2/90,NE
92,"Bequette, Jake",DE,77,265,2/21/89,NE
29,"Blount, LeGarrette",RB,72,250,12/5/86,NE
38,"Bolden, Brandon",RB,71,220,1/26/90,NE
82,"Boyce, Josh",WR,71,205,5/6/91,NE
12,"Brady, Tom",QB,76,225,8/3/77,NE
99,"Buchanan, Michael",DE,77,255,1/24/91,NE
61,"Cannon, Marcus",T,77,335,5/6/88,NE
23,"Cole, Marquice",DB,70,195,11/1/83,NE
10,"Collie, Austin",WR,72,204,11/11/85,NE
91,"Collins, Jamie",OLB,75,250,10/20/89,NE
63,"Connolly, Dan",G,76,305,9/2/82,NE
37,"Dennard, Alfonzo",CB,70,200,9/9/89,NE
46,"Develin, James",FB,75,251,7/23/88,NE
17,"Dobson, Aaron",WR,75,200,7/23/91,NE
43,"Ebner, Nate",DB,72,210,12/14/88,NE
11,"Edelman, Julian",WR,70,198,5/22/86,NE
52,"Fletcher, Dane",LB,74,245,9/14/86,NE
3,"Gostkowski, Stephen",K,73,215,1/28/84,NE
69,"Green, Tyronne",OG,74,316,4/6/86,NE
28,"Gregory, Steve",SS,71,200,1/8/83,NE
67,"Grissom, Cory",DT,74,316,6/9/90,NE
87,"Gronkowski, Rob",TE,78,265,5/14/89,NE
30,"Harmon, Duron",DB,72,205,1/24/91,NE
54,"Hightower, Dont'a",OLB,75,270,3/12/90,NE
47,"Hoomanawanui, Michael",TE,76,260,7/4/88,NE
95,"Jones, Chandler",DE,77,265,2/27/90,NE
94,"Jones, Chris",DT,73,309,7/12/90,NE
93,"Kelly, Tommy",DT,78,310,12/27/80,NE
15,"Mallett, Ryan",QB,78,245,6/5/88,NE
70,"Mankins, Logan",G,76,308,3/10/82,NE
51,"Mayo, Jerod",OLB,73,250,2/23/86,NE
32,"McCourty, Devin",FS,70,195,8/13/87,NE
88,"Mulligan, Matthew",TE,76,267,1/18/85,NE
50,"Ninkovich, Rob",DE,74,260,2/1/84,NE
22,"Ridley, Stevan",RB,71,220,1/27/89,NE
26,"Ryan, Logan",DB,71,195,2/9/91,NE
60,"Schwab, Brice",T,79,302,10/4/89,NE
18,"Slater, Matthew",WR,72,210,9/9/85,NE
77,"Solder, Nate",T,80,320,4/12/88,NE
55,"Spikes, Brandon",MLB,74,255,9/3/87,NE
74,"Svitek, Will",T,78,310,1/8/82,NE
31,"Talib, Aqib",CB,73,205,2/13/86,NE
85,"Thompkins, Kenbrell",WR,73,195,7/29/88,NE
72,"Vellano, Joe",DT,73,300,10/30/88,NE
34,"Vereen, Shane",RB,70,205,5/2/89,NE
76,"Vollmer, Sebastian",T,80,320,7/10/84,NE
33,"Washington, Leon",RB,68,203,8/29/82,NE
62,"Wendell, Ryan",C,74,300,3/4/86,NE
59,"White, Chris",LB,75,238,1/15/89,NE
75,"Wilfork, Vince",DT,74,325,11/4/81,NE
24,"Wilson, Adrian",SS,75,230,10/12/79,NE
27,"Wilson, Tavon",SS,72,215,3/19/90,NE
66,"Zusevics, Markus",T,77,300,4/25/89,NE
42,"Abdul-Quddus, Isa",FS,73,205,8/3/89,NO
72,"Armstead, Terron",OT,77,304,7/23/91,NO
9,"Brees, Drew",QB,72,209,1/15/79,NO
71,"Brown, Charles",T,77,297,4/10/87,NO
77,"Bunkley, Brodrick",DT,74,306,11/23/83,NO
25,"Bush, Rafael",DB,71,200,5/12/87,NO
90,"Butler, Victor",OLB,74,245,7/29/87,NO
39,"Cadet, Travaris",RB,73,210,2/1/89,NO
31,"Carr, Chris",DB,70,182,4/30/83,NO
99,"Coleman, Kenyon",DE,77,293,4/10/79,NO
45,"Collins, Jed",FB,73,255,3/3/86,NO
12,"Colston, Marques",WR,76,225,6/5/83,NO
20,"Davis, A.J.",CB,72,183,7/6/89,NO
60,"De La Puente, Brian",C,75,306,5/13/85,NO
47,"Drescher, Justin",LS,73,235,1/1/88,NO
73,"Evans, Jahri",G,76,318,8/22/83,NO
97,"Foster, Glenn",DE,76,285,5/31/90,NO
93,"Galette, Junior",OLB,74,258,3/27/88,NO
80,"Graham, Jimmy",TE,79,265,11/24/86,NO
33,"Greer, Jabari",CB,71,180,2/11/82,NO
66,"Grubbs, Ben",G,75,310,3/10/84,NO
98,"Haralson, Parys",OLB,72,255,1/24/84,NO
41,"Harper, Roman",SS,73,200,12/11/82,NO
79,"Harris, Bryce",T,78,300,1/16/89,NO
5,"Hartley, Garrett",K,68,195,5/16/86,NO
57,"Hawthorne, David",OLB,72,246,5/14/85,NO
54,"Herring, Will",OLB,75,241,8/28/83,NO
76,"Hicks, Akiem",DE,77,324,11/16/89,NO
89,"Hill, Josh",TE,77,229,5/21/90,NO
53,"Humber, Ramon",LB,71,232,8/10/87,NO
22,"Ingram, Mark",RB,69,215,12/21/89,NO
92,"Jenkins, John",NT,75,359,7/11/89,NO
27,"Jenkins, Malcolm",FS,72,204,12/20/87,NO
96,"Johnson, Tom",DT,75,288,8/30/84,NO
94,"Jordan, Cameron",DE,76,287,7/10/89,NO
68,"Lelito, Tim",G,76,315,7/21/89,NO
28,"Lewis, Keenan",CB,73,208,5/17/86,NO
50,"Lofton, Curtis",MLB,72,241,6/2/86,NO
7,"McCown, Luke",QB,76,217,7/12/81,NO
17,"Meachem, Robert",WR,74,215,9/28/84,NO
16,"Moore, Lance",WR,69,190,8/31/83,NO
13,"Morgan, Joe",WR,73,184,3/23/88,NO
6,"Morstead, Thomas",P,76,235,3/8/86,NO
52,"Reddick, Kevin",ILB,73,246,12/28/89,NO
29,"Robinson, Khiry",RB,72,220,12/28/89,NO
21,"Robinson, Patrick",CB,71,191,9/7/87,NO
91,"Smith, Will",LB,75,282,7/4/81,NO
43,"Sproles, Darren",RB,66,190,6/20/83,NO
84,"Stills, Kenny",WR,72,194,4/22/92,NO
64,"Strief, Zach",T,79,320,9/22/83,NO
38,"Sweeting, Rod",CB,71,187,9/28/90,NO
23,"Thomas, Pierre",RB,71,215,12/18/84,NO
88,"Toon, Nick",WR,76,218,11/4/88,NO
32,"Vaccaro, Kenny",SS,72,214,2/15/91,NO
51,"Vilma, Jonathan",OLB,73,230,4/16/82,NO
75,"Walker, Tyrunn",DE,75,294,3/18/90,NO
82,"Watson, Benjamin",TE,75,255,12/18/80,NO
24,"White, Corey",CB,73,205,5/9/90,NO
95,"Wilson, Martez",LB,76,252,9/21/88,NO
89,"Adams, Kris",WR,75,194,9/4/87,NYG
20,"Amukamara, Prince",CB,72,207,6/6/89,NYG
64,"Baas, David",C,76,312,9/28/81,NYG
52,"Beason, Jon",OLB,72,235,1/14/85,NYG
65,"Beatty, Will",T,78,319,3/2/85,NYG
77,"Boothe, Kevin",G,77,320,7/5/83,NYG
59,"Bradford, Allen",LB,71,235,8/31/88,NYG
73,"Brewer, James",G,78,330,12/23/87,NYG
35,"Brown, Andre",RB,72,227,12/15/86,NYG
3,"Brown, Josh",K,72,202,4/29/79,NYG
27,"Brown, Stevie",SS,71,221,7/17/87,NYG
32,"Conner, John",RB,71,245,6/8/87,NYG
53,"Connor, Dan",ILB,74,241,11/2/85,NYG
63,"Cordle, Jim",C,75,320,8/22/87,NYG
29,"Cox, Michael",RB,72,220,11/14/88,NYG
80,"Cruz, Victor",WR,72,204,11/11/86,NYG
51,"DeOssie, Zak",LS,76,249,5/24/84,NYG
66,"Diehl, David",G,77,304,9/15/80,NYG
84,"Donnell, Larry",TE,78,269,11/1/88,NYG
96,"Hankins, Johnathan",DT,74,320,3/30/92,NYG
58,"Herzlich, Mark",MLB,76,246,9/1/87,NYG
25,"Hill, Will",DB,73,207,3/7/90,NYG
28,"Hosley, Jayron",CB,70,178,9/18/90,NYG
45,"Hynoski, Henry",FB,73,266,12/30/88,NYG
34,"Jacobs, Brandon",RB,76,264,7/6/82,NYG
37,"James, Charles",DB,69,179,5/14/90,NYG
99,"Jenkins, Cullen",DT,74,305,1/20/81,NYG
12,"Jernigan, Jerrel",WR,68,189,6/14/89,NYG
97,"Joseph, Linval",DT,76,323,10/10/88,NYG
94,"Kiwanuka, Mathias",DE,77,267,3/8/83,NYG
78,"Kuhn, Markus",DT,76,299,5/5/86,NYG
10,"Manning, Eli",QB,76,218,1/3/81,NYG
38,"McBride, Trumaine",CB,69,185,9/24/85,NYG
98,"Moore, Damontre",DE,77,250,9/11/92,NYG
67,"Mosley, Brandon",G,77,318,12/21/88,NYG
21,"Mundy, Ryan",FS,73,209,2/11/85,NYG
18,"Murphy, Louis",WR,74,200,5/11/87,NYG
83,"Myers, Brandon",TE,75,256,9/4/85,NYG
9,"Nassib, Ryan",QB,74,223,3/10/90,NYG
88,"Nicks, Hakeem",WR,73,208,1/14/88,NYG
17,"Painter, Curtis",QB,76,230,6/24/85,NYG
86,"Pascoe, Bear",TE,77,265,2/23/86,NYG
93,"Patterson, Mike",DT,73,300,9/1/83,NYG
54,"Paysinger, Spencer",OLB,74,236,6/28/88,NYG
90,"Pierre-Paul, Jason",DE,77,278,1/1/89,NYG
72,"Pugh, Justin",OT,76,301,8/15/90,NYG
82,"Randle, Rueben",WR,74,208,5/7/91,NYG
55,"Rivers, Keith",OLB,74,235,5/5/86,NYG
81,"Robinson, Adrien",TE,76,264,9/23/88,NYG
95,"Rogers, Shaun",DT,76,350,3/12/79,NYG
26,"Rolle, Antrel",SS,72,206,12/16/82,NYG
31,"Ross, Aaron",CB,72,190,9/15/82,NYG
33,"Scott, Da'Rel",RB,71,210,5/26/88,NYG
76,"Snee, Chris",G,75,305,1/18/82,NYG
30,"Taylor, Cooper",SAF,76,228,4/14/90,NYG
24,"Thomas, Terrell",DB,72,191,1/8/85,NYG
91,"Tuck, Justin",DE,77,268,3/29/83,NYG
5,"Weatherford, Steve",P,74,211,12/17/82,NYG
23,"Webster, Corey",CB,72,200,3/2/82,NYG
57,"Williams, Jacquian",OLB,75,224,7/20/88,NYG
22,"Wilson, David",RB,69,205,6/15/91,NYG
75,"Aboushi, Oday",OT,77,308,6/5/91,NYJ
39,"Allen, Antonio",FS,73,210,9/23/88,NYJ
95,"Barnes, Antwan",LB,73,251,10/19/84,NYJ
54,"Bellore, Nick",LB,73,250,5/12/89,NYJ
22,"Berry, Aaron",DB,71,180,6/25/88,NYJ
40,"Bohanon, Tommy",FB,73,246,9/10/90,NYJ
32,"Bush, Josh",DB,71,205,3/5/89,NYJ
16,"Campbell, Michael",WR,74,205,8/12/89,NYJ
65,"Campbell, William",G,76,311,7/6/91,NYJ
66,"Colon, Willie",G,75,315,4/9/83,NYJ
98,"Coples, Quinton",OLB,78,290,6/22/90,NYJ
31,"Cromartie, Antonio",CB,74,210,4/15/84,NYJ
87,"Cumberland, Jeff",TE,76,260,5/2/87,NYJ
56,"Davis, DeMario",ILB,74,239,1/11/89,NYJ
78,"Douzable, Leger",DT,76,284,5/31/86,NYJ
62,"Ducasse, Vladimir",G,77,325,10/15/87,NYJ
93,"Ellis, Kenrick",DT,76,346,12/10/87,NYJ
60,"Ferguson, D'Brickashaw",T,78,310,12/10/83,NYJ
2,"Folk, Nick",K,73,222,11/5/84,NYJ
19,"Gates, Clyde",WR,72,197,6/13/86,NYJ
23,"Goodson, Mike",RB,72,210,5/23/87,NYJ
25,"Green, Alex",RB,74,220,6/23/88,NYJ
24,"Griffin, John",RB,71,208,12/17/88,NYJ
52,"Harris, David",ILB,74,250,1/21/84,NYJ
94,"Harrison, Damon",NT,76,350,11/29/88,NYJ
17,"Hazelton, Vidal",WR,74,209,1/29/88,NYJ
84,"Hill, Stephen",WR,76,215,4/25/91,NYJ
36,"Hilliard, Lex",FB,71,235,7/30/84,NYJ
10,"Holmes, Santonio",WR,71,192,3/3/84,NYJ
77,"Howard, Austin",T,79,333,3/22/87,NYJ
71,"Ijalana, Ben",OT,76,322,8/6/89,NYJ
33,"Ivory, Chris",RB,72,222,3/22/88,NYJ
37,"Jarrett, Jaiquawn",FS,72,196,9/21/89,NYJ
11,"Kerley, Jeremy",WR,69,188,11/8/88,NYJ
26,"Landry, Dawan",SS,73,212,12/30/82,NYJ
21,"Lankster, Ellis",DB,69,190,6/3/87,NYJ
74,"Mangold, Nick",C,76,307,1/13/84,NYJ
53,"Mauga, Josh",LB,73,245,6/20/87,NYJ
50,"McIntyre, Garrett",OLB,75,255,11/26/84,NYJ
27,"Milliner, Dee",CB,72,201,9/14/91,NYJ
86,"Nelson, David",WR,77,215,11/7/86,NYJ
97,"Pace, Calvin",OLB,76,265,10/28/80,NYJ
29,"Powell, Bilal",RB,70,204,10/27/88,NYJ
46,"Purdum, Tanner",LS,75,270,8/15/84,NYJ
1,"Quigley, Ryan",P,75,188,1/26/90,NYJ
9,"Quinn, Brady",QB,75,235,10/27/84,NYJ
88,"Reuland, Konrad",TE,77,260,4/4/87,NYJ
91,"Richardson, Sheldon",DE,75,294,11/29/90,NYJ
6,"Sanchez, Mark",QB,74,225,11/11/86,NYJ
72,"Schlauderaff, Caleb",G,76,302,11/7/87,NYJ
5,"Simms, Matt",QB,75,210,9/27/88,NYJ
7,"Smith, Geno",QB,74,221,10/10/90,NYJ
82,"Sudfeld, Zach",TE,78,255,4/18/89,NYJ
35,"Trufant, Isaiah",DB,68,170,12/9/82,NYJ
30,"Walls, Darrin",CB,72,190,6/20/88,NYJ
96,"Wilkerson, Muhammad",DE,76,315,10/22/89,NYJ
20,"Wilson, Kyle",CB,70,190,5/30/87,NYJ
81,"Winslow, Kellen",TE,76,240,7/21/83,NYJ
67,"Winters, Brian",OG,76,320,7/10/91,NYJ
29,"Allen, Nate",SS,73,210,11/30/87,PHI
30,"Anderson, Colt",FS,70,194,10/25/85,PHI
81,"Avant, Jason",WR,72,212,4/20/83,PHI
76,"Barbre, Allen",T,76,310,6/22/84,PHI
2,"Barkley, Matt",QB,74,227,9/8/90,PHI
98,"Barwin, Connor",OLB,76,264,10/15/86,PHI
17,"Benn, Arrelious",WR,74,220,9/8/88,PHI
22,"Boykin, Brandon",CB,70,185,7/13/90,PHI
34,"Brown, Bryce",RB,72,220,5/14/91,PHI
21,"Carmichael, Roc",DB,70,197,9/9/88,PHI
85,"Casey, James",TE,75,240,9/22/84,PHI
87,"Celek, Brent",TE,76,255,1/25/85,PHI
23,"Chung, Patrick",FS,71,210,8/19/87,PHI
58,"Cole, Trent",OLB,75,270,10/5/82,PHI
42,"Coleman, Kurt",FS,71,200,7/1/88,PHI
14,"Cooper, Riley",WR,75,222,9/9/87,PHI
91,"Cox, Fletcher",DE,76,300,12/13/90,PHI
75,"Curry, Vinny",DE,75,279,6/30/88,PHI
46,"Dorenbos, Jon",LS,72,250,7/21/80,PHI
86,"Ertz, Zach",TE,77,250,11/10/90,PHI
24,"Fletcher, Bradley",CB,72,200,6/25/86,PHI
9,"Foles, Nick",QB,78,243,1/20/89,PHI
90,"Geathers, Clifton",DE,80,340,12/11/87,PHI
53,"Goode, Najee",LB,72,244,6/4/89,PHI
55,"Graham, Brandon",LB,74,265,4/3/88,PHI
6,"Henery, Alex",K,73,177,8/18/87,PHI
79,"Herremans, Todd",G,78,321,10/13/82,PHI
56,"Hunt, Phillip",DE,73,254,1/10/86,PHI
82,"Igwenagu, Emil",TE,74,245,3/27/89,PHI
10,"Jackson, DeSean",WR,70,175,12/1/86,PHI
13,"Johnson, Damaris",WR,68,175,11/22/89,PHI
65,"Johnson, Lane",OT,78,310,5/8/90,PHI
8,"Jones, Donnie",P,74,221,7/5/80,PHI
62,"Kelce, Jason",C,75,295,11/5/87,PHI
67,"Kelly, Dennis",T,80,321,1/16/90,PHI
95,"Kendricks, Mychal",ILB,72,240,9/28/90,PHI
54,"Knott, Jake",OLB,74,243,10/24/90,PHI
73,"Kruger, Joe",DE,78,269,6/4/92,PHI
96,"Logan, Bennie",DT,74,309,12/28/89,PHI
18,"Maclin, Jeremy",WR,72,198,5/11/88,PHI
88,"Maehl, Jeff",WR,72,185,3/16/89,PHI
69,"Mathis, Evan",G,77,298,11/1/81,PHI
50,"Matthews, Casey",OLB,73,245,1/16/89,PHI
25,"McCoy, LeSean",RB,71,208,7/12/88,PHI
71,"Peters, Jason",T,76,328,1/22/82,PHI
52,"Phillips, Jason",OLB,73,240,2/14/86,PHI
32,"Polk, Chris",RB,71,222,12/16/89,PHI
33,"Poyer, Jordan",CB,72,191,4/25/91,PHI
31,"Prater, Shaun",CB,70,190,10/27/89,PHI
59,"Ryans, DeMeco",ILB,73,247,7/28/84,PHI
97,"Sopoaga, Isaac",NT,74,330,9/4/81,PHI
77,"Square, Damion",DE,74,293,2/6/89,PHI
72,"Thornton, Cedric",DE,76,309,6/21/88,PHI
64,"Tobin, Matt",T,78,303,6/5/90,PHI
61,"Vandervelde, Julian",G,74,300,10/7/87,PHI
7,"Vick, Michael",QB,72,215,6/26/80,PHI
26,"Williams, Cary",CB,73,190,12/23/84,PHI
28,"Wolff, Earl",FS,71,210,12/15/89,PHI
76,"Adams, Mike",T,79,323,3/10/90,PIT
28,"Allen, Cortez",CB,73,196,10/29/88,PIT
68,"Beachum, Kelvin",T,75,303,6/8/89,PIT
26,"Bell, Le'Veon",RB,73,244,2/18/92,PIT
30,"Blake, Antwon",DB,69,198,8/8/90,PIT
67,"Brown, Levi",T,78,324,3/16/84,PIT
84,"Brown, Antonio",WR,70,186,7/10/88,PIT
31,"Brown, Curtis",DB,72,185,9/24/88,PIT
80,"Burress, Plaxico",WR,77,232,8/12/77,PIT
54,"Carter, Chris",OLB,73,248,4/6/89,PIT
25,"Clark, Ryan",FS,71,205,10/12/79,PIT
89,"Cotchery, Jerricho",WR,73,200,6/16/82,PIT
66,"DeCastro, David",G,77,316,1/11/90,PIT
27,"Dwyer, Jonathan",RB,71,229,7/26/89,PIT
92,"Fangupo, Hebron",DT,72,324,7/19/85,PIT
50,"Foote, Larry",ILB,73,239,6/12/80,PIT
73,"Foster, Ramon",G,78,325,1/7/86,PIT
49,"Garvin, Terence",LB,75,221,1/1/91,PIT
22,"Gay, William",CB,70,190,1/1/85,PIT
77,"Gilbert, Marcus",T,78,330,2/15/88,PIT
21,"Golden, Robert",SAF,71,202,9/13/90,PIT
5,"Gradkowski, Bruce",QB,73,220,1/27/83,PIT
97,"Heyward, Cameron",DE,77,288,5/6/89,PIT
96,"Hood, Ziggy",DE,75,300,2/16/87,PIT
85,"Johnson, David",TE,74,260,8/26/87,PIT
46,"Johnson, Will",FB,74,238,11/14/88,PIT
23,"Jones, Felix",RB,70,215,5/8/87,PIT
95,"Jones, Jarvis",OLB,74,245,10/13/89,PIT
3,"Jones, Landry",QB,75,221,4/4/89,PIT
99,"Keisel, Brett",DE,77,285,9/19/78,PIT
90,"McLendon, Steve",NT,76,320,1/3/86,PIT
4,"Mesko, Zoltan",P,77,230,3/6/86,PIT
83,"Miller, Heath",TE,77,256,10/22/82,PIT
14,"Moye, Derek",WR,77,210,8/12/88,PIT
82,"Palmer, Michael",TE,77,252,1/18/88,PIT
81,"Paulson, David",TE,76,246,2/22/89,PIT
43,"Polamalu, Troy",SS,70,207,4/19/81,PIT
53,"Pouncey, Maurkice",C,76,304,7/24/89,PIT
33,"Redman, Isaac",RB,72,230,11/10/84,PIT
7,"Roethlisberger, Ben",QB,77,241,3/2/82,PIT
88,"Sanders, Emmanuel",WR,71,180,3/17/87,PIT
87,"Spaeth, Matt",TE,79,260,11/24/83,PIT
51,"Spence, Sean",LB,71,231,6/7/90,PIT
34,"Stephens-Howling, LaRod",RB,67,185,4/26/87,PIT
6,"Suisham, Shaun",K,72,200,12/29/81,PIT
24,"Taylor, Ike",CB,74,195,5/5/80,PIT
29,"Thomas, Shamarko",SS,69,217,2/23/91,PIT
94,"Timmons, Lawrence",ILB,73,234,5/14/86,PIT
61,"Velasco, Fernando",C,76,312,2/22/85,PIT
72,"Wallace, Cody",C,76,300,11/26/84,PIT
60,"Warren, Greg",LS,75,252,10/18/81,PIT
11,"Wheaton, Markus",WR,71,182,2/7/91,PIT
78,"Whimper, Guy",T,77,315,5/21/83,PIT
91,"Williams, Nick",DT,76,310,2/21/90,PIT
98,"Williams, Vince",ILB,73,250,12/27/89,PIT
56,"Woodley, LaMarr",OLB,74,265,11/3/84,PIT
65,"Woods, Al",DT,76,307,3/25/87,PIT
93,"Worilds, Jason",OLB,74,262,3/3/88,PIT
37,"Addae, Jahleel",DB,70,195,1/24/90,SD
16,"Ajirotutu, Seyi",WR,75,215,6/12/87,SD
84,"Alexander, Danario",WR,77,217,8/7/88,SD
13,"Allen, Keenan",WR,74,211,4/27/92,SD
67,"Becton, Nick",OT,78,323,2/11/90,SD
97,"Bird, Bront",ILB,76,250,3/17/89,SD
23,"Brown, Ronnie",RB,72,223,12/12/81,SD
86,"Brown, Vincent",WR,71,190,1/25/89,SD
20,"Butler, Crezdon",CB,73,191,5/26/87,SD
56,"Butler, Donald",ILB,73,242,10/17/88,SD
66,"Clary, Jeromey",G,78,320,11/5/83,SD
22,"Cox, Derek",CB,73,195,9/22/86,SD
77,"Dunlap, King",T,81,330,9/14/85,SD
51,"English, Larry",OLB,74,255,1/22/86,SD
80,"Floyd, Malcom",WR,77,225,9/8/81,SD
76,"Fluker, D.J.",OT,77,339,3/13/91,SD
93,"Freeney, Dwight",OLB,73,268,2/19/80,SD
59,"Gachkar, Andrew",LB,75,240,11/4/88,SD
85,"Gates, Antonio",TE,76,255,6/18/80,SD
95,"Geathers, Kwame",NT,78,335,10/4/90,SD
38,"Gilchrist, Marcus",SS,70,198,12/8/88,SD
89,"Green, Ladarius",TE,78,240,5/29/90,SD
61,"Hardwick, Nick",C,76,305,9/2/81,SD
79,"Harris, Michael",T,77,318,12/5/88,SD
10,"Hawkins, Lavelle",WR,71,194,7/12/86,SD
54,"Ingram, Melvin",OLB,73,265,4/26/89,SD
68,"Jerideau, Byron",NT,73,334,5/28/89,SD
96,"Johnson, Jarret",OLB,75,260,8/14/81,SD
90,"Keiser, Thomas",LB,76,260,3/28/89,SD
98,"Lissemore, Sean",DT,75,303,9/11/87,SD
94,"Liuget, Corey",DE,74,300,3/18/90,SD
31,"Marshall, Richard",CB,71,198,12/12/84,SD
24,"Mathews, Ryan",RB,72,220,10/10/87,SD
33,"McClain, Le'Ron",FB,72,260,12/27/84,SD
57,"Mouton, Jonas",LB,74,240,3/17/88,SD
9,"Novak, Nick",K,72,198,8/21/81,SD
74,"Ohrnberger, Rich",G,74,300,2/14/86,SD
26,"Patrick, Johnny",CB,71,190,8/17/88,SD
83,"Phillips, John",TE,77,251,6/11/87,SD
91,"Reyes, Kendall",DE,76,300,9/26/89,SD
78,"Rinehart, Chad",G,77,321,5/4/85,SD
17,"Rivers, Philip",QB,77,228,12/8/81,SD
11,"Royal, Eddie",WR,70,185,5/21/86,SD
72,"Schilling, Stephen",G,77,312,7/21/88,SD
5,"Scifres, Mike",P,74,215,10/8/80,SD
4,"Sorensen, Brad",QB,77,230,3/13/88,SD
25,"Stuckey, Darrell",DB,71,212,6/16/87,SD
28,"Taylor, Brandon",SS,71,205,1/29/90,SD
50,"Te'o, Manti",ILB,73,241,1/26/91,SD
92,"Thomas, Cam",NT,76,330,12/12/86,SD
63,"Troutman, Johnnie",G,76,330,11/11/87,SD
52,"Walker, Reggie",ILB,72,244,12/15/86,SD
32,"Weddle, Eric",FS,71,200,1/4/85,SD
6,"Whitehurst, Charlie",QB,77,226,8/6/82,SD
27,"Williams, Steve",CB,70,185,3/7/91,SD
58,"Williams, Tourek",LB,76,262,5/9/91,SD
47,"Windt, Mike",LS,73,237,5/29/86,SD
39,"Woodhead, Danny",RB,68,200,1/25/85,SD
29,"Wright, Shareece",CB,71,182,4/8/87,SD
28,"Asomugha, Nnamdi",CB,74,210,7/6/81,SF
84,"Baldwin, Jon",WR,76,230,8/10/89,SF
81,"Boldin, Anquan",WR,73,220,10/3/80,SF
75,"Boone, Alex",G,80,300,5/4/87,SF
53,"Bowman, NaVorro",ILB,72,242,5/28/88,SF
26,"Brock, Tramaine",DB,70,197,8/20/88,SF
55,"Brooks, Ahmad",OLB,75,259,3/14/84,SF
25,"Brown, Tarell",CB,70,193,1/6/85,SF
13,"Carswell, Brandon",WR,73,201,5/22/89,SF
88,"Celek, Garrett",TE,77,252,5/29/88,SF
20,"Cox, Perrish",DB,72,190,1/7/87,SF
15,"Crabtree, Michael",WR,73,214,9/14/87,SF
29,"Culliver, Chris",DB,72,199,8/17/88,SF
50,"Cunningham, Jermaine",LB,75,255,4/24/88,SF
43,"Dahl, Craig",SS,73,212,6/17/85,SF
76,"Davis, Anthony",T,77,323,10/11/89,SF
85,"Davis, Vernon",TE,75,250,1/31/84,SF
9,"Dawson, Phil",K,71,200,1/23/75,SF
24,"Dixon, Anthony",RB,73,233,9/24/87,SF
83,"Dobbs, Demarcus",TE,74,282,11/30/87,SF
90,"Dorsey, Glenn",NT,73,297,8/1/85,SF
58,"Fleming, Darius",LB,74,255,7/19/89,SF
59,"Goodwin, Jonathan",C,75,318,12/2/78,SF
21,"Gore, Frank",RB,69,217,5/14/83,SF
13,"Harper, Chris",WR,73,228,9/10/89,SF
32,"Hunter, Kendall",RB,67,199,9/16/88,SF
77,"Iupati, Mike",G,77,331,5/12/87,SF
23,"James, LaMichael",RB,69,195,10/22/89,SF
63,"Jerod-Eddie, Tony",DE,77,301,3/29/90,SF
7,"Kaepernick, Colin",QB,76,230,11/3/87,SF
67,"Kilgore, Daniel",G,75,308,12/18/87,SF
4,"Lee, Andy",P,74,180,8/11/82,SF
96,"Lemonier, Corey",LB,75,255,11/19/91,SF
78,"Looney, Joe",G,75,315,8/31/90,SF
82,"Manningham, Mario",WR,72,185,5/25/86,SF
2,"McCoy, Colt",QB,73,215,9/5/86,SF
47,"McDermott, Kevin",LS,76,234,1/12/90,SF
91,"McDonald, Ray",DE,75,290,9/2/84,SF
89,"McDonald, Vance",TE,76,267,6/13/90,SF
49,"Miller, Bruce",FB,74,248,8/6/87,SF
54,"Moody, Nick",OLB,73,236,1/29/90,SF
